timestamp,message,logStreamName
1781062164315,"""} ",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"[2026-06-10 03:29:24] production.ERROR: Unsupported cipher or incorrect key length. Supported ciphers are: aes-128-cbc, aes-256-cbc, aes-128-gcm, aes-256-gcm. {""exception"":""[object] (RuntimeException(code: 0): Unsupported cipher or incorrect key length. Supported ciphers are: aes-128-cbc, aes-256-cbc, aes-128-gcm, aes-256-gcm. at /var/www/html/vendor/laravel/framework/src/Illuminate/Encryption/Encrypter.php:61)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,[stacktrace],ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#0 /var/www/html/vendor/laravel/framework/src/Illuminate/Encryption/EncryptionServiceProvider.php(32): Illuminate\\Encryption\\Encrypter->__construct('qoy3zxMg4nRz+qd...', 'AES-256-CBC')",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#1 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1036): Illuminate\\Encryption\\EncryptionServiceProvider->Illuminate\\Encryption\\{closure}(Object(Illuminate\\Foundation\\Application), Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#2 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(916): Illuminate\\Container\\Container->build(Object(Closure)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#3 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1077): Illuminate\\Container\\Container->resolve('encrypter', Array, true)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#4 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(847): Illuminate\\Foundation\\Application->resolve('encrypter', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#5 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1057): Illuminate\\Container\\Container->make('encrypter', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#6 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1679): Illuminate\\Foundation\\Application->make('encrypter'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#7 /var/www/html/vendor/laravel/framework/src/Illuminate/Session/SessionManager.php(213): Illuminate\\Container\\Container->offsetGet('encrypter'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#8 /var/www/html/vendor/laravel/framework/src/Illuminate/Session/SessionManager.php(193): Illuminate\\Session\\SessionManager->buildEncryptedSession(Object(Illuminate\\Session\\CacheBasedSessionHandler)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#9 /var/www/html/vendor/laravel/framework/src/Illuminate/Session/SessionManager.php(144): Illuminate\\Session\\SessionManager->buildSession(Object(Illuminate\\Session\\CacheBasedSessionHandler)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#10 /var/www/html/vendor/laravel/framework/src/Illuminate/Support/Manager.php(101): Illuminate\\Session\\SessionManager->createRedisDriver(),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#11 /var/www/html/vendor/laravel/framework/src/Illuminate/Support/Manager.php(78): Illuminate\\Support\\Manager->createDriver('redis'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#12 /var/www/html/vendor/laravel/framework/src/Illuminate/Session/SessionServiceProvider.php(52): Illuminate\\Support\\Manager->driver(),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#13 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1036): Illuminate\\Session\\SessionServiceProvider->Illuminate\\Session\\{closure}(Object(Illuminate\\Foundation\\Application), Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#14 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(916): Illuminate\\Container\\Container->build(Object(Closure)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#15 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1077): Illuminate\\Container\\Container->resolve('session.store', Array, true)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#16 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(847): Illuminate\\Foundation\\Application->resolve('session.store', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#17 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1057): Illuminate\\Container\\Container->make('session.store', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#18 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1679): Illuminate\\Foundation\\Application->make('session.store'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#19 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/RoutingServiceProvider.php(121): Illuminate\\Container\\Container->offsetGet('session.store'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#20 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1036): Illuminate\\Routing\\RoutingServiceProvider->Illuminate\\Routing\\{closure}(Object(Illuminate\\Foundation\\Application), Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#21 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(916): Illuminate\\Container\\Container->build(Object(Closure)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
